TeamId,TeamName,SubmissionDate,Score
171926,inversion,"2015-04-22 22:18:48",0.50000
171927,"carl & Damian & Boat & Arsenal","2015-04-22 22:19:11",0.64642
171927,"carl & Damian & Boat & Arsenal","2015-04-22 22:45:57",0.65864
171927,"carl & Damian & Boat & Arsenal","2015-04-22 22:53:56",0.66001
171952,:-),"2015-04-22 23:21:55",0.50000
171927,"carl & Damian & Boat & Arsenal","2015-04-22 23:42:00",0.74143
171962,Negar,"2015-04-22 23:42:21",0.63694
171962,Negar,"2015-04-22 23:50:51",0.65182
171981,"XGBoost Start Code","2015-04-23 00:45:48",0.50000
171985,"Paul H","2015-04-23 00:53:43",0.50000
171988,NxGTR,"2015-04-23 01:08:24",0.50000
171991,"Vikram Jha","2015-04-23 01:10:26",0.50000
171997,"trivially mechanically Culexed","2015-04-23 01:29:28",0.50000
171981,"XGBoost Start Code","2015-04-23 01:34:54",0.67660
172007,"Oliver Han","2015-04-23 01:40:23",0.50000
172011,"Mania Yang","2015-04-23 01:50:18",0.50000
172015,H2O.ai,"2015-04-23 01:53:51",0.65253
171981,"XGBoost Start Code","2015-04-23 01:55:34",0.69031
171985,"Paul H","2015-04-23 02:11:00",0.63907
171997,"trivially mechanically Culexed","2015-04-23 02:20:18",0.65253
172033,"Subho Majumdar","2015-04-23 02:42:55",0.69810
172033,"Subho Majumdar","2015-04-23 02:52:11",0.70573
172040,CodeBender,"2015-04-23 02:52:43",0.50000
171988,NxGTR,"2015-04-23 03:17:28",0.68173
171985,"Paul H","2015-04-23 03:27:41",0.65570
172059,ASOS,"2015-04-23 03:39:14",0.65253
172040,CodeBender,"2015-04-23 03:49:58",0.65253
172072,Max,"2015-04-23 04:19:34",0.70981
172084,juandoso,"2015-04-23 04:50:20",0.54157
172015,H2O.ai,"2015-04-23 04:55:59",0.66719
172088,AL,"2015-04-23 05:05:07",0.63999
171985,"Paul H","2015-04-23 05:36:29",0.66739
172088,AL,"2015-04-23 05:40:31",0.65253
172015,H2O.ai,"2015-04-23 05:49:04",0.69247
172088,AL,"2015-04-23 05:55:42",0.67863
172103,"Evgeniy Molozhenko","2015-04-23 05:59:09",0.70137
172105,Dataminer,"2015-04-23 06:00:21",0.50000
172080,deszcz,"2015-04-23 06:43:28",0.68754
172139,clustifier,"2015-04-23 07:36:42",0.68934
172139,clustifier,"2015-04-23 07:37:18",0.69058
172146,"Revenge of the Dodo","2015-04-23 07:50:17",0.68329
172139,clustifier,"2015-04-23 07:55:14",0.69774
172117,"Let's find Mosquito","2015-04-23 08:08:29",0.50000
172165,"Ayman Khalafallah","2015-04-23 08:38:05",0.67141
172052,Mathn,"2015-04-23 08:55:44",0.69031
172172,razgon&onthehill,"2015-04-23 08:57:05",0.75095
172150,"Abhishek Simhadri","2015-04-23 09:08:43",0.50000
172189,"Manish Kumar","2015-04-23 09:40:22",0.50000
177230,SRRK,"2015-04-23 09:42:14",0.67707
172197,"Gayatri Mahesh","2015-04-23 09:51:58",0.65253
172200,Abhishek,"2015-04-23 10:05:07",0.65249
172200,Abhishek,"2015-04-23 10:07:25",0.65853
172198,"Michael Jahrer","2015-04-23 10:08:42",0.69874
177230,SRRK,"2015-04-23 10:31:15",0.67983
177230,SRRK,"2015-04-23 10:34:05",0.69036
177230,SRRK,"2015-04-23 10:39:15",0.69712
172172,razgon&onthehill,"2015-04-23 11:06:11",0.76855
172228,"Anopheles culicifacies","2015-04-23 11:39:22",0.71182
172230,Keiku,"2015-04-23 11:43:17",0.68452
172143,"Akshay Patil","2015-04-23 11:43:31",0.48915
180484,Dataminders,"2015-04-23 11:52:03",0.70653
172165,"Ayman Khalafallah","2015-04-23 12:03:26",0.68141
172165,"Ayman Khalafallah","2015-04-23 12:58:18",0.68494
172258,"Dimos Kapetis","2015-04-23 13:23:36",0.65253
172258,"Dimos Kapetis","2015-04-23 13:26:43",0.66934
172258,"Dimos Kapetis","2015-04-23 13:29:49",0.66960
172273,ibra,"2015-04-23 14:11:44",0.68210
172273,ibra,"2015-04-23 14:35:31",0.72000
172276,gyborb,"2015-04-23 14:57:29",0.53048
172282,gucasFxq,"2015-04-23 14:57:43",0.69874
172276,gyborb,"2015-04-23 15:06:50",0.69031
172276,gyborb,"2015-04-23 15:16:10",0.70677
172276,gyborb,"2015-04-23 15:32:13",0.72331
172103,"Evgeniy Molozhenko","2015-04-23 15:45:00",0.70531
172276,gyborb,"2015-04-23 15:47:19",0.72366
172298,pythonomic,"2015-04-23 15:55:52",0.50000
172299,Adil,"2015-04-23 15:59:30",0.65253
172033,"Subho Majumdar","2015-04-23 16:43:20",0.71249
172033,"Subho Majumdar","2015-04-23 17:05:52",0.71912
172336,CS822_AM,"2015-04-23 17:57:35",0.65253
172336,CS822_AM,"2015-04-23 17:58:43",0.69874
172321,"Sang Su Lee","2015-04-23 18:01:21",0.68934
172339,Qaz,"2015-04-23 18:03:53",0.50000
172336,CS822_AM,"2015-04-23 18:10:49",0.70137
172347,nlrcmani,"2015-04-23 18:21:59",0.50000
172321,"Sang Su Lee","2015-04-23 18:35:10",0.69354
172371,"Upul Bandara","2015-04-23 19:11:42",0.69031
172080,deszcz,"2015-04-23 19:12:57",0.70397
172273,ibra,"2015-04-23 19:50:40",0.72006
172397,SiberiaV2,"2015-04-23 20:24:05",0.59171
172411,hamelg,"2015-04-23 20:57:36",0.66582
172439,HulkBulk,"2015-04-23 21:58:06",0.50000
172442,xchai,"2015-04-23 22:08:47",0.50000
172446,Gino,"2015-04-23 22:25:09",0.65905
171988,NxGTR,"2015-04-23 22:49:10",0.73123
172451,test,"2015-04-23 22:52:47",0.64229
172451,test,"2015-04-23 22:53:33",0.69874
172397,SiberiaV2,"2015-04-23 23:07:24",0.65920
172455,JackStat,"2015-04-23 23:13:57",0.67529
171918,"Ralph Neumann","2015-04-23 23:43:23",0.69031
172467,"Benchmark Ensemble","2015-04-23 23:58:39",0.69874
172501,vnneo,"2015-04-24 01:51:37",0.68107
